SUB_CRITERIO;CRITERIO;FECHA_INMUNIZACION;1aDOSIS1;2aDOSIS1
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;01/03/2021;62;
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;02/03/2021;73;4
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;03/03/2021;351;3449
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;04/03/2021;241;3688
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;05/03/2021;180;2955
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;06/03/2021;35;778
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;07/03/2021;14;101
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;08/03/2021;68;1696
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;09/03/2021;234;1497
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;10/03/2021;140;1566
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;11/03/2021;163;1753
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;12/03/2021;147;1082
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;13/03/2021;16;211
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;14/03/2021;1;6
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;15/03/2021;87;963
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;16/03/2021;100;839
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;17/03/2021;80;603
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;18/03/2021;88;618
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;19/03/2021;59;718
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;20/03/2021;3;60
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;21/03/2021;;22
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;22/03/2021;78;328
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;23/03/2021;95;338
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;24/03/2021;102;242
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;25/03/2021;30;148
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;26/03/2021;95;150
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;27/03/2021;2;3
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;28/03/2021;2;
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;29/03/2021;36;142
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;30/03/2021;38;102
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;31/03/2021;73;255
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;01/04/2021;80;165
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;02/04/2021;;2
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;03/04/2021;2;3
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;05/04/2021;43;204
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;06/04/2021;30;185
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;07/04/2021;53;140
Establecimientos de Larga Estadia de Adultos Mayores (ELEAM);Personas en centros cerrados;08/04/2021;21;156
FFAA y de orden;Personal de salud;;;
FFAA y de orden;Personal de salud;25/12/2020;225;
FFAA y de orden;Personal de salud;26/12/2020;190;
FFAA y de orden;Personal de salud;27/12/2020;55;
FFAA y de orden;Personal de salud;13/01/2021;;145
FFAA y de orden;Personal de salud;14/01/2021;296;224
FFAA y de orden;Personal de salud;15/01/2021;12;88
FFAA y de orden;Personal de salud;18/01/2021;2;
FFAA y de orden;Personal de salud;19/01/2021;6;
FFAA y de orden;Personal de salud;20/01/2021;1;
FFAA y de orden;Personal de salud;21/01/2021;4;
FFAA y de orden;Personal de salud;25/01/2021;;4
FFAA y de orden;Personal de salud;02/02/2021;200;
FFAA y de orden;Personal de salud;03/02/2021;2502;
FFAA y de orden;Personal de salud;04/02/2021;2436;293
FFAA y de orden;Personal de salud;05/02/2021;2254;
FFAA y de orden;Personal de salud;06/02/2021;212;
FFAA y de orden;Personal de salud;07/02/2021;170;
FFAA y de orden;Personal de salud;08/02/2021;2503;5
FFAA y de orden;Personal de salud;09/02/2021;1995;11
FFAA y de orden;Personal de salud;10/02/2021;2079;9
FFAA y de orden;Personal de salud;11/02/2021;1666;4
FFAA y de orden;Personal de salud;12/02/2021;865;
FFAA y de orden;Personal de salud;13/02/2021;168;
FFAA y de orden;Personal de salud;14/02/2021;5;
FFAA y de orden;Personal de salud;15/02/2021;1185;
FFAA y de orden;Personal de salud;16/02/2021;879;
FFAA y de orden;Personal de salud;17/02/2021;536;
FFAA y de orden;Personal de salud;18/02/2021;463;
FFAA y de orden;Personal de salud;19/02/2021;328;
FFAA y de orden;Personal de salud;20/02/2021;12;
FFAA y de orden;Personal de salud;21/02/2021;1;
FFAA y de orden;Personal de salud;22/02/2021;173;
FFAA y de orden;Personal de salud;23/02/2021;153;1
FFAA y de orden;Personal de salud;24/02/2021;169;
FFAA y de orden;Personal de salud;25/02/2021;96;3
FFAA y de orden;Personal de salud;26/02/2021;175;
FFAA y de orden;Personal de salud;27/02/2021;132;
FFAA y de orden;Personal de salud;01/03/2021;88;
FFAA y de orden;Personal de salud;02/03/2021;107;188
FFAA y de orden;Personal de salud;03/03/2021;128;2338
FFAA y de orden;Personal de salud;04/03/2021;167;2380
FFAA y de orden;Personal de salud;05/03/2021;109;2060
FFAA y de orden;Personal de salud;06/03/2021;168;162
FFAA y de orden;Personal de salud;07/03/2021;;154
FFAA y de orden;Personal de salud;08/03/2021;167;2026
FFAA y de orden;Personal de salud;09/03/2021;192;2059
FFAA y de orden;Personal de salud;10/03/2021;278;2288
FFAA y de orden;Personal de salud;11/03/2021;287;1597
FFAA y de orden;Personal de salud;12/03/2021;131;929
FFAA y de orden;Personal de salud;13/03/2021;27;136
FFAA y de orden;Personal de salud;14/03/2021;2;7
FFAA y de orden;Personal de salud;15/03/2021;187;1170
FFAA y de orden;Personal de salud;16/03/2021;136;911
FFAA y de orden;Personal de salud;17/03/2021;204;692
FFAA y de orden;Personal de salud;18/03/2021;602;553
FFAA y de orden;Personal de salud;19/03/2021;261;359
FFAA y de orden;Personal de salud;20/03/2021;33;71
FFAA y de orden;Personal de salud;21/03/2021;1;2
FFAA y de orden;Personal de salud;22/03/2021;111;250
FFAA y de orden;Personal de salud;23/03/2021;74;190
FFAA y de orden;Personal de salud;24/03/2021;105;209
FFAA y de orden;Personal de salud;25/03/2021;110;106
FFAA y de orden;Personal de salud;26/03/2021;120;91
FFAA y de orden;Personal de salud;27/03/2021;55;9
FFAA y de orden;Personal de salud;28/03/2021;1;
FFAA y de orden;Personal de salud;29/03/2021;55;91
FFAA y de orden;Personal de salud;30/03/2021;40;117
FFAA y de orden;Personal de salud;31/03/2021;49;168
FFAA y de orden;Personal de salud;01/04/2021;52;249
FFAA y de orden;Personal de salud;02/04/2021;1;6
FFAA y de orden;Personal de salud;03/04/2021;1;1
FFAA y de orden;Personal de salud;04/04/2021;;1
FFAA y de orden;Personal de salud;05/04/2021;51;229
FFAA y de orden;Personal de salud;06/04/2021;86;161
FFAA y de orden;Personal de salud;07/04/2021;35;315
FFAA y de orden;Personal de salud;08/04/2021;77;272
Farmacias y laboratorios;Personas Servicios esenciales del estado;;;
Farmacias y laboratorios;Personas Servicios esenciales del estado;03/02/2021;2;
Farmacias y laboratorios;Personas Servicios esenciales del estado;04/02/2021;7;
Farmacias y laboratorios;Personas Servicios esenciales del estado;05/02/2021;29;
Farmacias y laboratorios;Personas Servicios esenciales del estado;06/02/2021;4;
Farmacias y laboratorios;Personas Servicios esenciales del estado;08/02/2021;1410;
Farmacias y laboratorios;Personas Servicios esenciales del estado;09/02/2021;2914;
Farmacias y laboratorios;Personas Servicios esenciales del estado;10/02/2021;3275;
Farmacias y laboratorios;Personas Servicios esenciales del estado;11/02/2021;3478;
Farmacias y laboratorios;Personas Servicios esenciales del estado;12/02/2021;2712;
Farmacias y laboratorios;Personas Servicios esenciales del estado;13/02/2021;230;
Farmacias y laboratorios;Personas Servicios esenciales del estado;14/02/2021;31;
Farmacias y laboratorios;Personas Servicios esenciales del estado;15/02/2021;1824;
Farmacias y laboratorios;Personas Servicios esenciales del estado;16/02/2021;1513;
Farmacias y laboratorios;Personas Servicios esenciales del estado;17/02/2021;1496;
Farmacias y laboratorios;Personas Servicios esenciales del estado;18/02/2021;1371;
Farmacias y laboratorios;Personas Servicios esenciales del estado;19/02/2021;1203;
Farmacias y laboratorios;Personas Servicios esenciales del estado;20/02/2021;74;
Farmacias y laboratorios;Personas Servicios esenciales del estado;21/02/2021;5;
Farmacias y laboratorios;Personas Servicios esenciales del estado;22/02/2021;496;
Farmacias y laboratorios;Personas Servicios esenciales del estado;23/02/2021;427;
Farmacias y laboratorios;Personas Servicios esenciales del estado;24/02/2021;399;
Farmacias y laboratorios;Personas Servicios esenciales del estado;25/02/2021;331;
Farmacias y laboratorios;Personas Servicios esenciales del estado;26/02/2021;431;
Farmacias y laboratorios;Personas Servicios esenciales del estado;27/02/2021;47;
Farmacias y laboratorios;Personas Servicios esenciales del estado;01/03/2021;298;
Farmacias y laboratorios;Personas Servicios esenciales del estado;02/03/2021;284;
Farmacias y laboratorios;Personas Servicios esenciales del estado;03/03/2021;228;1
Farmacias y laboratorios;Personas Servicios esenciales del estado;04/03/2021;240;13
Farmacias y laboratorios;Personas Servicios esenciales del estado;05/03/2021;219;34
Farmacias y laboratorios;Personas Servicios esenciales del estado;06/03/2021;24;8
Farmacias y laboratorios;Personas Servicios esenciales del estado;07/03/2021;;2
Farmacias y laboratorios;Personas Servicios esenciales del estado;08/03/2021;211;1223
Farmacias y laboratorios;Personas Servicios esenciales del estado;09/03/2021;232;2654
Farmacias y laboratorios;Personas Servicios esenciales del estado;10/03/2021;281;3031
Farmacias y laboratorios;Personas Servicios esenciales del estado;11/03/2021;408;3326
Farmacias y laboratorios;Personas Servicios esenciales del estado;12/03/2021;266;2524
Farmacias y laboratorios;Personas Servicios esenciales del estado;13/03/2021;36;259
Farmacias y laboratorios;Personas Servicios esenciales del estado;14/03/2021;5;36
Farmacias y laboratorios;Personas Servicios esenciales del estado;15/03/2021;767;1933
Farmacias y laboratorios;Personas Servicios esenciales del estado;16/03/2021;1443;1555
Farmacias y laboratorios;Personas Servicios esenciales del estado;17/03/2021;1522;1576
Farmacias y laboratorios;Personas Servicios esenciales del estado;18/03/2021;1320;1400
Farmacias y laboratorios;Personas Servicios esenciales del estado;19/03/2021;1192;1217
Farmacias y laboratorios;Personas Servicios esenciales del estado;20/03/2021;127;93
Farmacias y laboratorios;Personas Servicios esenciales del estado;21/03/2021;15;7
Farmacias y laboratorios;Personas Servicios esenciales del estado;22/03/2021;658;620
Farmacias y laboratorios;Personas Servicios esenciales del estado;23/03/2021;562;520
Farmacias y laboratorios;Personas Servicios esenciales del estado;24/03/2021;509;406
Farmacias y laboratorios;Personas Servicios esenciales del estado;25/03/2021;487;339
Farmacias y laboratorios;Personas Servicios esenciales del estado;26/03/2021;414;354
Farmacias y laboratorios;Personas Servicios esenciales del estado;27/03/2021;43;35
Farmacias y laboratorios;Personas Servicios esenciales del estado;28/03/2021;;1
Farmacias y laboratorios;Personas Servicios esenciales del estado;29/03/2021;364;260
Farmacias y laboratorios;Personas Servicios esenciales del estado;30/03/2021;271;289
Farmacias y laboratorios;Personas Servicios esenciales del estado;31/03/2021;305;262
Farmacias y laboratorios;Personas Servicios esenciales del estado;01/04/2021;249;305
Farmacias y laboratorios;Personas Servicios esenciales del estado;02/04/2021;3;5
Farmacias y laboratorios;Personas Servicios esenciales del estado;03/04/2021;1;2
Farmacias y laboratorios;Personas Servicios esenciales del estado;04/04/2021;1;
Farmacias y laboratorios;Personas Servicios esenciales del estado;05/04/2021;208;303
Farmacias y laboratorios;Personas Servicios esenciales del estado;06/04/2021;201;253
Farmacias y laboratorios;Personas Servicios esenciales del estado;07/04/2021;149;258
Farmacias y laboratorios;Personas Servicios esenciales del estado;08/04/2021;188;362
Fuerzas Armadas;Personas Servicios esenciales del estado;;;
Fuerzas Armadas;Personas Servicios esenciales del estado;03/02/2021;79;
Fuerzas Armadas;Personas Servicios esenciales del estado;04/02/2021;961;
Fuerzas Armadas;Personas Servicios esenciales del estado;05/02/2021;363;
Fuerzas Armadas;Personas Servicios esenciales del estado;06/02/2021;490;
Fuerzas Armadas;Personas Servicios esenciales del estado;07/02/2021;30;
Fuerzas Armadas;Personas Servicios esenciales del estado;08/02/2021;1685;
Fuerzas Armadas;Personas Servicios esenciales del estado;09/02/2021;2109;
Fuerzas Armadas;Personas Servicios esenciales del estado;10/02/2021;3539;
Fuerzas Armadas;Personas Servicios esenciales del estado;11/02/2021;2766;
Fuerzas Armadas;Personas Servicios esenciales del estado;12/02/2021;2874;
Fuerzas Armadas;Personas Servicios esenciales del estado;13/02/2021;1674;
Fuerzas Armadas;Personas Servicios esenciales del estado;14/02/2021;5;
Fuerzas Armadas;Personas Servicios esenciales del estado;15/02/2021;1787;
Fuerzas Armadas;Personas Servicios esenciales del estado;16/02/2021;2300;
Fuerzas Armadas;Personas Servicios esenciales del estado;17/02/2021;2497;
Fuerzas Armadas;Personas Servicios esenciales del estado;18/02/2021;1699;
Fuerzas Armadas;Personas Servicios esenciales del estado;19/02/2021;1326;
Fuerzas Armadas;Personas Servicios esenciales del estado;20/02/2021;259;
Fuerzas Armadas;Personas Servicios esenciales del estado;21/02/2021;3;
Fuerzas Armadas;Personas Servicios esenciales del estado;22/02/2021;301;
Fuerzas Armadas;Personas Servicios esenciales del estado;23/02/2021;234;
Fuerzas Armadas;Personas Servicios esenciales del estado;24/02/2021;504;
Fuerzas Armadas;Personas Servicios esenciales del estado;25/02/2021;114;
Fuerzas Armadas;Personas Servicios esenciales del estado;26/02/2021;1666;
Fuerzas Armadas;Personas Servicios esenciales del estado;27/02/2021;2433;
Fuerzas Armadas;Personas Servicios esenciales del estado;01/03/2021;675;
Fuerzas Armadas;Personas Servicios esenciales del estado;02/03/2021;509;
Fuerzas Armadas;Personas Servicios esenciales del estado;03/03/2021;230;62
Fuerzas Armadas;Personas Servicios esenciales del estado;04/03/2021;215;924
Fuerzas Armadas;Personas Servicios esenciales del estado;05/03/2021;326;370
Fuerzas Armadas;Personas Servicios esenciales del estado;06/03/2021;23;384
Fuerzas Armadas;Personas Servicios esenciales del estado;07/03/2021;23;27
Fuerzas Armadas;Personas Servicios esenciales del estado;08/03/2021;245;1247
Fuerzas Armadas;Personas Servicios esenciales del estado;09/03/2021;236;1709
Fuerzas Armadas;Personas Servicios esenciales del estado;10/03/2021;1010;3549
Fuerzas Armadas;Personas Servicios esenciales del estado;11/03/2021;1911;2778
Fuerzas Armadas;Personas Servicios esenciales del estado;12/03/2021;1283;2754
Fuerzas Armadas;Personas Servicios esenciales del estado;13/03/2021;155;1246
Fuerzas Armadas;Personas Servicios esenciales del estado;14/03/2021;40;9
Fuerzas Armadas;Personas Servicios esenciales del estado;15/03/2021;465;1968
Fuerzas Armadas;Personas Servicios esenciales del estado;16/03/2021;574;2446
Fuerzas Armadas;Personas Servicios esenciales del estado;17/03/2021;1550;2921
Fuerzas Armadas;Personas Servicios esenciales del estado;18/03/2021;725;3092
Fuerzas Armadas;Personas Servicios esenciales del estado;19/03/2021;908;1961
Fuerzas Armadas;Personas Servicios esenciales del estado;20/03/2021;321;1114
Fuerzas Armadas;Personas Servicios esenciales del estado;21/03/2021;6;5
Fuerzas Armadas;Personas Servicios esenciales del estado;22/03/2021;506;809
Fuerzas Armadas;Personas Servicios esenciales del estado;23/03/2021;993;478
Fuerzas Armadas;Personas Servicios esenciales del estado;24/03/2021;1826;571
Fuerzas Armadas;Personas Servicios esenciales del estado;25/03/2021;788;159
Fuerzas Armadas;Personas Servicios esenciales del estado;26/03/2021;1167;421
Fuerzas Armadas;Personas Servicios esenciales del estado;27/03/2021;174;13
Fuerzas Armadas;Personas Servicios esenciales del estado;28/03/2021;2;1
Fuerzas Armadas;Personas Servicios esenciales del estado;29/03/2021;471;407
Fuerzas Armadas;Personas Servicios esenciales del estado;30/03/2021;279;690
Fuerzas Armadas;Personas Servicios esenciales del estado;31/03/2021;537;288
Fuerzas Armadas;Personas Servicios esenciales del estado;01/04/2021;60;324
Fuerzas Armadas;Personas Servicios esenciales del estado;02/04/2021;1;5
Fuerzas Armadas;Personas Servicios esenciales del estado;03/04/2021;;2
Fuerzas Armadas;Personas Servicios esenciales del estado;04/04/2021;;2
Fuerzas Armadas;Personas Servicios esenciales del estado;05/04/2021;243;397
Fuerzas Armadas;Personas Servicios esenciales del estado;06/04/2021;106;281
Fuerzas Armadas;Personas Servicios esenciales del estado;07/04/2021;91;1225
Fuerzas Armadas;Personas Servicios esenciales del estado;08/04/2021;125;1683
Gendarmería;Personas Servicios esenciales del estado;;;
Gendarmería;Personas Servicios esenciales del estado;04/02/2021;1;
Gendarmería;Personas Servicios esenciales del estado;05/02/2021;2;
Gendarmería;Personas Servicios esenciales del estado;08/02/2021;11;
Gendarmería;Personas Servicios esenciales del estado;09/02/2021;563;
Gendarmería;Personas Servicios esenciales del estado;10/02/2021;510;
Gendarmería;Personas Servicios esenciales del estado;11/02/2021;369;
Gendarmería;Personas Servicios esenciales del estado;12/02/2021;261;
Gendarmería;Personas Servicios esenciales del estado;13/02/2021;30;
Gendarmería;Personas Servicios esenciales del estado;14/02/2021;89;
Gendarmería;Personas Servicios esenciales del estado;15/02/2021;375;
Gendarmería;Personas Servicios esenciales del estado;16/02/2021;321;
Gendarmería;Personas Servicios esenciales del estado;17/02/2021;374;
Gendarmería;Personas Servicios esenciales del estado;18/02/2021;433;
Gendarmería;Personas Servicios esenciales del estado;19/02/2021;275;
Gendarmería;Personas Servicios esenciales del estado;20/02/2021;8;
Gendarmería;Personas Servicios esenciales del estado;21/02/2021;79;
Gendarmería;Personas Servicios esenciales del estado;22/02/2021;135;
Gendarmería;Personas Servicios esenciales del estado;23/02/2021;144;
Gendarmería;Personas Servicios esenciales del estado;24/02/2021;99;
Gendarmería;Personas Servicios esenciales del estado;25/02/2021;84;
Gendarmería;Personas Servicios esenciales del estado;26/02/2021;146;
Gendarmería;Personas Servicios esenciales del estado;27/02/2021;236;
Gendarmería;Personas Servicios esenciales del estado;28/02/2021;8;
Gendarmería;Personas Servicios esenciales del estado;01/03/2021;91;
Gendarmería;Personas Servicios esenciales del estado;02/03/2021;77;
Gendarmería;Personas Servicios esenciales del estado;03/03/2021;71;
Gendarmería;Personas Servicios esenciales del estado;04/03/2021;112;
Gendarmería;Personas Servicios esenciales del estado;05/03/2021;80;5
Gendarmería;Personas Servicios esenciales del estado;07/03/2021;4;
Gendarmería;Personas Servicios esenciales del estado;08/03/2021;94;15
Gendarmería;Personas Servicios esenciales del estado;09/03/2021;292;466
Gendarmería;Personas Servicios esenciales del estado;10/03/2021;410;493
Gendarmería;Personas Servicios esenciales del estado;11/03/2021;827;366
Gendarmería;Personas Servicios esenciales del estado;12/03/2021;489;244
Gendarmería;Personas Servicios esenciales del estado;13/03/2021;69;35
Gendarmería;Personas Servicios esenciales del estado;14/03/2021;16;79
Gendarmería;Personas Servicios esenciales del estado;15/03/2021;1357;329
Gendarmería;Personas Servicios esenciales del estado;16/03/2021;1512;324
Gendarmería;Personas Servicios esenciales del estado;17/03/2021;988;351
Gendarmería;Personas Servicios esenciales del estado;18/03/2021;636;434
Gendarmería;Personas Servicios esenciales del estado;19/03/2021;499;312
Gendarmería;Personas Servicios esenciales del estado;20/03/2021;46;14
Gendarmería;Personas Servicios esenciales del estado;21/03/2021;5;69
Gendarmería;Personas Servicios esenciales del estado;22/03/2021;283;326
Gendarmería;Personas Servicios esenciales del estado;23/03/2021;214;180
Gendarmería;Personas Servicios esenciales del estado;24/03/2021;187;107
Gendarmería;Personas Servicios esenciales del estado;25/03/2021;157;88
Gendarmería;Personas Servicios esenciales del estado;26/03/2021;67;94
Gendarmería;Personas Servicios esenciales del estado;27/03/2021;12;25
Gendarmería;Personas Servicios esenciales del estado;29/03/2021;59;115
Gendarmería;Personas Servicios esenciales del estado;30/03/2021;176;104
Gendarmería;Personas Servicios esenciales del estado;31/03/2021;54;83
Gendarmería;Personas Servicios esenciales del estado;01/04/2021;72;124
Gendarmería;Personas Servicios esenciales del estado;04/04/2021;;1
Gendarmería;Personas Servicios esenciales del estado;05/04/2021;40;93
Gendarmería;Personas Servicios esenciales del estado;06/04/2021;58;272
Gendarmería;Personas Servicios esenciales del estado;07/04/2021;66;261
Gendarmería;Personas Servicios esenciales del estado;08/04/2021;58;492
Instituciones de Salud Mental;Personas en centros cerrados;;;
Instituciones de Salud Mental;Personas en centros cerrados;03/02/2021;149;
Instituciones de Salud Mental;Personas en centros cerrados;04/02/2021;417;
Instituciones de Salud Mental;Personas en centros cerrados;05/02/2021;128;
Instituciones de Salud Mental;Personas en centros cerrados;06/02/2021;124;
Instituciones de Salud Mental;Personas en centros cerrados;07/02/2021;4;
Instituciones de Salud Mental;Personas en centros cerrados;08/02/2021;207;
Instituciones de Salud Mental;Personas en centros cerrados;09/02/2021;164;
Instituciones de Salud Mental;Personas en centros cerrados;10/02/2021;266;
Instituciones de Salud Mental;Personas en centros cerrados;11/02/2021;210;
Instituciones de Salud Mental;Personas en centros cerrados;12/02/2021;190;
Instituciones de Salud Mental;Personas en centros cerrados;13/02/2021;60;
Instituciones de Salud Mental;Personas en centros cerrados;15/02/2021;90;
Instituciones de Salud Mental;Personas en centros cerrados;16/02/2021;113;
Instituciones de Salud Mental;Personas en centros cerrados;17/02/2021;134;
Instituciones de Salud Mental;Personas en centros cerrados;18/02/2021;144;
Instituciones de Salud Mental;Personas en centros cerrados;19/02/2021;213;
Instituciones de Salud Mental;Personas en centros cerrados;20/02/2021;104;
Instituciones de Salud Mental;Personas en centros cerrados;21/02/2021;25;
Instituciones de Salud Mental;Personas en centros cerrados;22/02/2021;27;
Instituciones de Salud Mental;Personas en centros cerrados;23/02/2021;70;
Instituciones de Salud Mental;Personas en centros cerrados;24/02/2021;124;
Instituciones de Salud Mental;Personas en centros cerrados;25/02/2021;80;
Instituciones de Salud Mental;Personas en centros cerrados;26/02/2021;218;
Instituciones de Salud Mental;Personas en centros cerrados;01/03/2021;91;
Instituciones de Salud Mental;Personas en centros cerrados;02/03/2021;136;2
Instituciones de Salud Mental;Personas en centros cerrados;03/03/2021;88;104
Instituciones de Salud Mental;Personas en centros cerrados;04/03/2021;79;387
Instituciones de Salud Mental;Personas en centros cerrados;05/03/2021;39;106
Instituciones de Salud Mental;Personas en centros cerrados;06/03/2021;12;114
Instituciones de Salud Mental;Personas en centros cerrados;07/03/2021;;4
Instituciones de Salud Mental;Personas en centros cerrados;08/03/2021;86;198
Instituciones de Salud Mental;Personas en centros cerrados;09/03/2021;29;163
Instituciones de Salud Mental;Personas en centros cerrados;10/03/2021;64;237
Instituciones de Salud Mental;Personas en centros cerrados;11/03/2021;88;283
Instituciones de Salud Mental;Personas en centros cerrados;12/03/2021;53;132
Instituciones de Salud Mental;Personas en centros cerrados;13/03/2021;19;59
Instituciones de Salud Mental;Personas en centros cerrados;14/03/2021;1;
Instituciones de Salud Mental;Personas en centros cerrados;15/03/2021;35;97
Instituciones de Salud Mental;Personas en centros cerrados;16/03/2021;74;87
Instituciones de Salud Mental;Personas en centros cerrados;17/03/2021;62;122
Instituciones de Salud Mental;Personas en centros cerrados;18/03/2021;123;155
Instituciones de Salud Mental;Personas en centros cerrados;19/03/2021;89;235
Instituciones de Salud Mental;Personas en centros cerrados;20/03/2021;14;100
Instituciones de Salud Mental;Personas en centros cerrados;22/03/2021;46;67
Instituciones de Salud Mental;Personas en centros cerrados;23/03/2021;17;38
Instituciones de Salud Mental;Personas en centros cerrados;24/03/2021;45;143
Instituciones de Salud Mental;Personas en centros cerrados;25/03/2021;36;128
Instituciones de Salud Mental;Personas en centros cerrados;26/03/2021;27;73
Instituciones de Salud Mental;Personas en centros cerrados;27/03/2021;20;
Instituciones de Salud Mental;Personas en centros cerrados;29/03/2021;11;130
Instituciones de Salud Mental;Personas en centros cerrados;30/03/2021;49;145
Instituciones de Salud Mental;Personas en centros cerrados;31/03/2021;166;94
Instituciones de Salud Mental;Personas en centros cerrados;01/04/2021;42;115
Instituciones de Salud Mental;Personas en centros cerrados;02/04/2021;;2
Instituciones de Salud Mental;Personas en centros cerrados;03/04/2021;;4
Instituciones de Salud Mental;Personas en centros cerrados;04/04/2021;;1
Instituciones de Salud Mental;Personas en centros cerrados;05/04/2021;17;84
Instituciones de Salud Mental;Personas en centros cerrados;06/04/2021;46;55
Instituciones de Salud Mental;Personas en centros cerrados;07/04/2021;54;46
Instituciones de Salud Mental;Personas en centros cerrados;08/04/2021;23;69
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;;;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;19/01/2021;32;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;03/02/2021;4;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;05/02/2021;3;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;06/02/2021;88;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;08/02/2021;35;13
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;09/02/2021;1126;19
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;10/02/2021;1823;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;11/02/2021;1857;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;12/02/2021;2192;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;13/02/2021;994;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;14/02/2021;163;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;15/02/2021;1351;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;16/02/2021;1590;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;17/02/2021;1167;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;18/02/2021;773;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;19/02/2021;1074;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;20/02/2021;155;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;21/02/2021;83;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;22/02/2021;277;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;23/02/2021;227;
P. funciones en ONEMI, CONAF, Bomberos;Personas Servicios infraestructura crítica;24/02/2021;180;
