REGION_CORTO;COMUNA;NOMBRE_ESTAB;Laboratorio;FECHA_INMUNIZACION;SUM_of_1aDOSIS;SUM_of_2aDOSIS;SUM_of_ÚnicaDOSIS
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;19/03/2021;23;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;22/03/2021;23;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;23/03/2021;14;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;24/03/2021;6;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;25/03/2021;11;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;26/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;29/03/2021;3;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;30/03/2021;3;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;31/03/2021;1;1;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;01/04/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;05/04/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;06/04/2021;3;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;07/04/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;12/04/2021;1;2;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;13/04/2021;2;7;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;14/04/2021;;6;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;15/04/2021;;6;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;16/04/2021;;17;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;19/04/2021;;20;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;20/04/2021;;14;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;21/04/2021;;7;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;22/04/2021;;8;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;23/04/2021;;5;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;26/04/2021;;4;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;27/04/2021;;3;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;28/04/2021;;2;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;29/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;30/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;04/05/2021;;2;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;05/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;10/05/2021;1;2;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;14/05/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;17/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;18/05/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;20/05/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;21/05/2021;100;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;28/05/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;31/05/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;09/06/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;10/06/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;11/06/2021;;2;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;14/06/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;15/06/2021;;3;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;16/06/2021;;3;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;17/06/2021;;5;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;18/06/2021;;81;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;19/06/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;22/06/2021;4;4;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;24/06/2021;21;1;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;25/06/2021;14;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;29/06/2021;9;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;30/06/2021;7;3;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;01/07/2021;120;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;02/07/2021;76;2;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;03/07/2021;19;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;05/07/2021;9;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;06/07/2021;10;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;07/07/2021;34;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;08/07/2021;10;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Pfizer;09/07/2021;5;1;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Pfizer;20/05/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Pfizer;22/05/2021;3;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Pfizer;17/06/2021;;4;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Pfizer;22/06/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Pfizer;30/06/2021;4;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Pfizer;01/07/2021;53;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Pfizer;02/07/2021;25;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Pfizer;05/07/2021;20;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Pfizer;07/07/2021;33;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Pfizer;08/07/2021;35;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Pfizer;09/07/2021;36;;
Libertador B. O'Higgins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;Sinovac;30/06/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;15/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;16/03/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;17/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;18/03/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;19/03/2021;8;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;22/03/2021;10;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;23/03/2021;5;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;24/03/2021;10;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;25/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;30/03/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;01/04/2021;3;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;05/04/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;07/04/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;12/04/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;13/04/2021;2;2;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;14/04/2021;2;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;15/04/2021;;5;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;16/04/2021;;4;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;19/04/2021;;8;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;20/04/2021;;7;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;21/04/2021;;4;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;22/04/2021;;7;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;26/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;27/04/2021;;2;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;29/04/2021;1;2;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;30/04/2021;4;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;03/05/2021;5;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;05/05/2021;;2;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;10/05/2021;;2;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;11/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;12/05/2021;;2;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;14/05/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;17/05/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;19/05/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;24/05/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;25/05/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;26/05/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;28/05/2021;;4;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;31/05/2021;;4;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;01/06/2021;;2;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;08/06/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;09/06/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;11/06/2021;;2;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;14/06/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;18/06/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;22/06/2021;9;2;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;24/06/2021;4;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;25/06/2021;1;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;29/06/2021;15;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;30/06/2021;25;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;01/07/2021;67;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;02/07/2021;63;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;03/07/2021;12;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;05/07/2021;26;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;06/07/2021;22;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;07/07/2021;59;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;08/07/2021;37;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Pfizer;09/07/2021;34;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;08/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;18/03/2021;3;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;19/03/2021;14;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;22/03/2021;7;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;23/03/2021;5;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;24/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;25/03/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;26/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;30/03/2021;3;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;31/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;05/04/2021;10;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;06/04/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;07/04/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;12/04/2021;2;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;13/04/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;14/04/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;15/04/2021;1;5;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;16/04/2021;2;11;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;19/04/2021;;5;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;20/04/2021;;4;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;22/04/2021;;4;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;23/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;27/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;28/04/2021;;3;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;29/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;30/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;03/05/2021;;6;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;04/05/2021;;4;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;05/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;06/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;07/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;10/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;11/05/2021;;3;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;13/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;19/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;11/06/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;15/06/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;22/06/2021;34;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;23/06/2021;24;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;29/06/2021;32;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;30/06/2021;29;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;01/07/2021;133;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;02/07/2021;92;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;03/07/2021;13;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;05/07/2021;30;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;06/07/2021;27;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;07/07/2021;108;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;08/07/2021;16;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Pfizer;09/07/2021;36;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;15/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;16/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;22/03/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;23/03/2021;4;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;24/03/2021;11;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;25/03/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;29/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;30/03/2021;3;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;31/03/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;01/04/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;05/04/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;07/04/2021;1;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;12/04/2021;1;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;13/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;15/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;16/04/2021;1;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;19/04/2021;1;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;20/04/2021;;4;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;21/04/2021;;9;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;22/04/2021;;2;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;23/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;26/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;27/04/2021;;3;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;28/04/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;29/04/2021;;2;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;30/04/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;03/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;05/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;10/05/2021;1;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;14/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;17/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;28/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;31/05/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;15/06/2021;;1;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;22/06/2021;5;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;24/06/2021;2;;
Libertador B. O'Higgins;Rancagua;Centro de Salud Familiar N° 3 Dr. Abel Zapata;Pfizer;25/06/2021;16;;
