REGION_CORTO;SEXO;EDAD_ANOS;Laboratorio;FECHA_INMUNIZACION;SUM_of_1aDOSIS;SUM_of_2aDOSIS;SUM_of_ÚnicaDOSIS
" Valparaíso";Hombre;12;Pfizer;03/07/2021;21;;
" Valparaíso";Hombre;12;Pfizer;05/07/2021;38;;
" Valparaíso";Hombre;12;Pfizer;06/07/2021;46;;
" Valparaíso";Hombre;12;Pfizer;07/07/2021;48;;
" Valparaíso";Hombre;12;Pfizer;08/07/2021;49;;
" Valparaíso";Hombre;12;Pfizer;09/07/2021;41;;
" Valparaíso";Hombre;13;Pfizer;22/06/2021;53;;
" Valparaíso";Hombre;13;Pfizer;23/06/2021;58;;
" Valparaíso";Hombre;13;Pfizer;24/06/2021;79;;
" Valparaíso";Hombre;13;Pfizer;25/06/2021;76;;
" Valparaíso";Hombre;13;Pfizer;26/06/2021;12;;
" Valparaíso";Hombre;13;Pfizer;27/06/2021;2;;
" Valparaíso";Hombre;13;Pfizer;28/06/2021;2;;
" Valparaíso";Hombre;13;Pfizer;29/06/2021;52;;
" Valparaíso";Hombre;13;Pfizer;30/06/2021;73;;
" Valparaíso";Hombre;13;Pfizer;01/07/2021;57;;
" Valparaíso";Hombre;13;Pfizer;02/07/2021;83;;
" Valparaíso";Hombre;13;Pfizer;03/07/2021;28;;
" Valparaíso";Hombre;13;Pfizer;05/07/2021;49;;
" Valparaíso";Hombre;13;Pfizer;06/07/2021;54;;
" Valparaíso";Hombre;13;Pfizer;07/07/2021;56;;
" Valparaíso";Hombre;13;Pfizer;08/07/2021;60;;
" Valparaíso";Hombre;13;Pfizer;09/07/2021;74;;
" Valparaíso";Hombre;14;Pfizer;21/06/2021;1;;
" Valparaíso";Hombre;14;Pfizer;22/06/2021;57;;
" Valparaíso";Hombre;14;Pfizer;23/06/2021;63;;
" Valparaíso";Hombre;14;Pfizer;24/06/2021;89;;
" Valparaíso";Hombre;14;Pfizer;25/06/2021;78;;
" Valparaíso";Hombre;14;Pfizer;26/06/2021;10;;
" Valparaíso";Hombre;14;Pfizer;27/06/2021;1;;
" Valparaíso";Hombre;14;Pfizer;29/06/2021;69;;
" Valparaíso";Hombre;14;Pfizer;30/06/2021;66;;
" Valparaíso";Hombre;14;Pfizer;01/07/2021;55;;
" Valparaíso";Hombre;14;Pfizer;02/07/2021;44;;
" Valparaíso";Hombre;14;Pfizer;03/07/2021;28;;
" Valparaíso";Hombre;14;Pfizer;05/07/2021;57;;
" Valparaíso";Hombre;14;Pfizer;06/07/2021;58;;
" Valparaíso";Hombre;14;Pfizer;07/07/2021;53;;
" Valparaíso";Hombre;14;Pfizer;08/07/2021;56;;
" Valparaíso";Hombre;14;Pfizer;09/07/2021;34;;
" Valparaíso";Hombre;15;Pfizer;21/06/2021;1;;
" Valparaíso";Hombre;15;Pfizer;22/06/2021;69;;
" Valparaíso";Hombre;15;Pfizer;23/06/2021;66;;
" Valparaíso";Hombre;15;Pfizer;24/06/2021;93;;
" Valparaíso";Hombre;15;Pfizer;25/06/2021;74;;
" Valparaíso";Hombre;15;Pfizer;26/06/2021;17;;
" Valparaíso";Hombre;15;Pfizer;27/06/2021;4;;
" Valparaíso";Hombre;15;Pfizer;28/06/2021;1;;
" Valparaíso";Hombre;15;Pfizer;29/06/2021;66;;
" Valparaíso";Hombre;15;Pfizer;30/06/2021;78;;
" Valparaíso";Hombre;15;Pfizer;01/07/2021;61;;
" Valparaíso";Hombre;15;Pfizer;02/07/2021;74;;
" Valparaíso";Hombre;15;Pfizer;03/07/2021;17;;
" Valparaíso";Hombre;15;Pfizer;05/07/2021;75;;
" Valparaíso";Hombre;15;Pfizer;06/07/2021;52;;
" Valparaíso";Hombre;15;Pfizer;07/07/2021;70;;
" Valparaíso";Hombre;15;Pfizer;08/07/2021;63;;
" Valparaíso";Hombre;15;Pfizer;09/07/2021;62;;
" Valparaíso";Hombre;16;Pfizer;26/02/2021;3;;
" Valparaíso";Hombre;16;Pfizer;27/02/2021;2;;
" Valparaíso";Hombre;16;Pfizer;02/03/2021;1;;
" Valparaíso";Hombre;16;Pfizer;09/03/2021;2;;
" Valparaíso";Hombre;16;Pfizer;10/03/2021;3;;
" Valparaíso";Hombre;16;Pfizer;12/03/2021;1;;
" Valparaíso";Hombre;16;Pfizer;15/03/2021;2;;
" Valparaíso";Hombre;16;Pfizer;16/03/2021;4;;
" Valparaíso";Hombre;16;Pfizer;17/03/2021;6;;
" Valparaíso";Hombre;16;Pfizer;18/03/2021;20;;
" Valparaíso";Hombre;16;Pfizer;19/03/2021;42;1;
" Valparaíso";Hombre;16;Pfizer;22/03/2021;110;4;
" Valparaíso";Hombre;16;Pfizer;23/03/2021;114;1;
" Valparaíso";Hombre;16;Pfizer;24/03/2021;43;;
" Valparaíso";Hombre;16;Pfizer;25/03/2021;28;;
" Valparaíso";Hombre;16;Pfizer;26/03/2021;18;;
" Valparaíso";Hombre;16;Pfizer;29/03/2021;23;;
" Valparaíso";Hombre;16;Pfizer;30/03/2021;21;;
" Valparaíso";Hombre;16;Pfizer;31/03/2021;9;;
" Valparaíso";Hombre;16;Pfizer;01/04/2021;5;;
" Valparaíso";Hombre;16;Pfizer;05/04/2021;11;;
" Valparaíso";Hombre;16;Pfizer;06/04/2021;23;2;
" Valparaíso";Hombre;16;Pfizer;07/04/2021;10;3;
" Valparaíso";Hombre;16;Pfizer;08/04/2021;6;;
" Valparaíso";Hombre;16;Pfizer;09/04/2021;12;1;
" Valparaíso";Hombre;16;Pfizer;12/04/2021;10;3;
" Valparaíso";Hombre;16;Pfizer;13/04/2021;10;4;
" Valparaíso";Hombre;16;Pfizer;14/04/2021;14;3;
" Valparaíso";Hombre;16;Pfizer;15/04/2021;11;21;
" Valparaíso";Hombre;16;Pfizer;16/04/2021;20;37;
" Valparaíso";Hombre;16;Pfizer;19/04/2021;9;89;
" Valparaíso";Hombre;16;Pfizer;20/04/2021;11;104;
" Valparaíso";Hombre;16;Pfizer;21/04/2021;8;47;
" Valparaíso";Hombre;16;Pfizer;22/04/2021;8;20;
" Valparaíso";Hombre;16;Pfizer;23/04/2021;4;17;
" Valparaíso";Hombre;16;Pfizer;26/04/2021;11;34;
" Valparaíso";Hombre;16;Pfizer;27/04/2021;12;27;
" Valparaíso";Hombre;16;Pfizer;28/04/2021;2;18;
" Valparaíso";Hombre;16;Pfizer;29/04/2021;8;6;
" Valparaíso";Hombre;16;Pfizer;30/04/2021;9;2;
" Valparaíso";Hombre;16;Pfizer;03/05/2021;2;11;
" Valparaíso";Hombre;16;Pfizer;04/05/2021;8;15;
" Valparaíso";Hombre;16;Pfizer;05/05/2021;4;12;
" Valparaíso";Hombre;16;Pfizer;06/05/2021;5;9;
" Valparaíso";Hombre;16;Pfizer;07/05/2021;2;16;
" Valparaíso";Hombre;16;Pfizer;10/05/2021;3;12;
" Valparaíso";Hombre;16;Pfizer;11/05/2021;11;7;
" Valparaíso";Hombre;16;Pfizer;12/05/2021;4;15;
" Valparaíso";Hombre;16;Pfizer;13/05/2021;5;9;
" Valparaíso";Hombre;16;Pfizer;14/05/2021;3;14;
" Valparaíso";Hombre;16;Pfizer;17/05/2021;4;14;
" Valparaíso";Hombre;16;Pfizer;18/05/2021;7;13;
" Valparaíso";Hombre;16;Pfizer;19/05/2021;4;11;
" Valparaíso";Hombre;16;Pfizer;20/05/2021;5;5;
" Valparaíso";Hombre;16;Pfizer;24/05/2021;5;9;
" Valparaíso";Hombre;16;Pfizer;25/05/2021;13;20;
" Valparaíso";Hombre;16;Pfizer;26/05/2021;13;5;
" Valparaíso";Hombre;16;Pfizer;27/05/2021;10;9;
" Valparaíso";Hombre;16;Pfizer;28/05/2021;5;8;
" Valparaíso";Hombre;16;Pfizer;29/05/2021;1;;
" Valparaíso";Hombre;16;Pfizer;31/05/2021;8;4;
" Valparaíso";Hombre;16;Pfizer;01/06/2021;12;5;
" Valparaíso";Hombre;16;Pfizer;02/06/2021;12;3;
" Valparaíso";Hombre;16;Pfizer;03/06/2021;1;5;
" Valparaíso";Hombre;16;Pfizer;04/06/2021;4;1;
" Valparaíso";Hombre;16;Pfizer;05/06/2021;1;;
" Valparaíso";Hombre;16;Pfizer;07/06/2021;3;5;
" Valparaíso";Hombre;16;Pfizer;08/06/2021;8;13;
" Valparaíso";Hombre;16;Pfizer;09/06/2021;8;2;
" Valparaíso";Hombre;16;Pfizer;10/06/2021;6;8;
" Valparaíso";Hombre;16;Pfizer;11/06/2021;15;2;
" Valparaíso";Hombre;16;Pfizer;14/06/2021;3;4;
" Valparaíso";Hombre;16;Pfizer;15/06/2021;5;6;
" Valparaíso";Hombre;16;Pfizer;16/06/2021;5;6;
" Valparaíso";Hombre;16;Pfizer;17/06/2021;2;6;
" Valparaíso";Hombre;16;Pfizer;18/06/2021;2;1;
" Valparaíso";Hombre;16;Pfizer;21/06/2021;2;;
" Valparaíso";Hombre;16;Pfizer;22/06/2021;39;13;
" Valparaíso";Hombre;16;Pfizer;23/06/2021;39;7;
" Valparaíso";Hombre;16;Pfizer;24/06/2021;54;12;
" Valparaíso";Hombre;16;Pfizer;25/06/2021;40;8;
" Valparaíso";Hombre;16;Pfizer;26/06/2021;10;2;
" Valparaíso";Hombre;16;Pfizer;28/06/2021;1;;
" Valparaíso";Hombre;16;Pfizer;29/06/2021;33;13;
" Valparaíso";Hombre;16;Pfizer;30/06/2021;56;17;
" Valparaíso";Hombre;16;Pfizer;01/07/2021;72;3;
" Valparaíso";Hombre;16;Pfizer;02/07/2021;64;6;
" Valparaíso";Hombre;16;Pfizer;03/07/2021;22;3;
" Valparaíso";Hombre;16;Pfizer;05/07/2021;140;4;
" Valparaíso";Hombre;16;Pfizer;06/07/2021;175;9;
" Valparaíso";Hombre;16;Pfizer;07/07/2021;2054;5;
" Valparaíso";Hombre;16;Pfizer;08/07/2021;1562;6;
" Valparaíso";Hombre;16;Pfizer;09/07/2021;1137;10;
" Valparaíso";Hombre;17;Pfizer;26/02/2021;2;;
" Valparaíso";Hombre;17;Pfizer;27/02/2021;25;;
" Valparaíso";Hombre;17;Pfizer;01/03/2021;1;;
" Valparaíso";Hombre;17;Pfizer;02/03/2021;3;;
" Valparaíso";Hombre;17;Pfizer;08/03/2021;1;;
" Valparaíso";Hombre;17;Pfizer;09/03/2021;2;;
" Valparaíso";Hombre;17;Pfizer;10/03/2021;2;;
" Valparaíso";Hombre;17;Pfizer;11/03/2021;1;;
" Valparaíso";Hombre;17;Pfizer;12/03/2021;3;;
" Valparaíso";Hombre;17;Pfizer;15/03/2021;3;;
" Valparaíso";Hombre;17;Pfizer;16/03/2021;2;;
" Valparaíso";Hombre;17;Pfizer;17/03/2021;12;;
" Valparaíso";Hombre;17;Pfizer;18/03/2021;20;;
" Valparaíso";Hombre;17;Pfizer;19/03/2021;32;20;
" Valparaíso";Hombre;17;Pfizer;22/03/2021;116;3;
" Valparaíso";Hombre;17;Pfizer;23/03/2021;127;2;
" Valparaíso";Hombre;17;Pfizer;24/03/2021;55;5;
" Valparaíso";Hombre;17;Pfizer;25/03/2021;24;;
" Valparaíso";Hombre;17;Pfizer;26/03/2021;16;;
" Valparaíso";Hombre;17;Pfizer;29/03/2021;19;;
" Valparaíso";Hombre;17;Pfizer;30/03/2021;31;1;
" Valparaíso";Hombre;17;Pfizer;31/03/2021;13;;
" Valparaíso";Hombre;17;Pfizer;01/04/2021;14;;
" Valparaíso";Hombre;17;Pfizer;05/04/2021;18;1;
" Valparaíso";Hombre;17;Pfizer;06/04/2021;18;2;
" Valparaíso";Hombre;17;Pfizer;07/04/2021;21;1;
" Valparaíso";Hombre;17;Pfizer;08/04/2021;10;2;
" Valparaíso";Hombre;17;Pfizer;09/04/2021;15;1;
" Valparaíso";Hombre;17;Pfizer;12/04/2021;15;4;
" Valparaíso";Hombre;17;Pfizer;13/04/2021;18;4;
" Valparaíso";Hombre;17;Pfizer;14/04/2021;15;11;
" Valparaíso";Hombre;17;Pfizer;15/04/2021;13;19;
" Valparaíso";Hombre;17;Pfizer;16/04/2021;16;32;
" Valparaíso";Hombre;17;Pfizer;17/04/2021;1;;
" Valparaíso";Hombre;17;Pfizer;19/04/2021;5;97;
" Valparaíso";Hombre;17;Pfizer;20/04/2021;8;107;
" Valparaíso";Hombre;17;Pfizer;21/04/2021;9;53;
" Valparaíso";Hombre;17;Pfizer;22/04/2021;17;25;
" Valparaíso";Hombre;17;Pfizer;23/04/2021;2;16;
" Valparaíso";Hombre;17;Pfizer;26/04/2021;12;32;
" Valparaíso";Hombre;17;Pfizer;27/04/2021;3;29;
" Valparaíso";Hombre;17;Pfizer;28/04/2021;7;24;
" Valparaíso";Hombre;17;Pfizer;29/04/2021;4;14;
" Valparaíso";Hombre;17;Pfizer;30/04/2021;9;6;
" Valparaíso";Hombre;17;Pfizer;03/05/2021;4;12;
" Valparaíso";Hombre;17;Pfizer;04/05/2021;6;17;
" Valparaíso";Hombre;17;Pfizer;05/05/2021;1;16;
" Valparaíso";Hombre;17;Pfizer;06/05/2021;3;17;
" Valparaíso";Hombre;17;Pfizer;07/05/2021;7;14;
" Valparaíso";Hombre;17;Pfizer;10/05/2021;4;11;
" Valparaíso";Hombre;17;Pfizer;11/05/2021;7;24;
" Valparaíso";Hombre;17;Pfizer;12/05/2021;5;16;
" Valparaíso";Hombre;17;Pfizer;13/05/2021;4;14;
" Valparaíso";Hombre;17;Pfizer;14/05/2021;2;10;
" Valparaíso";Hombre;17;Pfizer;17/05/2021;1;12;
" Valparaíso";Hombre;17;Pfizer;18/05/2021;6;11;
" Valparaíso";Hombre;17;Pfizer;19/05/2021;1;11;
" Valparaíso";Hombre;17;Pfizer;20/05/2021;2;12;
" Valparaíso";Hombre;17;Pfizer;24/05/2021;9;11;
" Valparaíso";Hombre;17;Pfizer;25/05/2021;21;6;
" Valparaíso";Hombre;17;Pfizer;26/05/2021;14;10;
" Valparaíso";Hombre;17;Pfizer;27/05/2021;17;5;
" Valparaíso";Hombre;17;Pfizer;28/05/2021;11;10;
" Valparaíso";Hombre;17;Pfizer;29/05/2021;4;;
" Valparaíso";Hombre;17;Pfizer;31/05/2021;8;3;
" Valparaíso";Hombre;17;Pfizer;01/06/2021;18;8;
" Valparaíso";Hombre;17;Pfizer;02/06/2021;11;2;
" Valparaíso";Hombre;17;Pfizer;03/06/2021;9;2;
" Valparaíso";Hombre;17;Pfizer;04/06/2021;3;2;
" Valparaíso";Hombre;17;Pfizer;05/06/2021;2;1;
" Valparaíso";Hombre;17;Pfizer;07/06/2021;6;8;
" Valparaíso";Hombre;17;Pfizer;08/06/2021;10;8;
" Valparaíso";Hombre;17;Pfizer;09/06/2021;9;7;
" Valparaíso";Hombre;17;Pfizer;10/06/2021;6;4;
" Valparaíso";Hombre;17;Pfizer;11/06/2021;7;3;
" Valparaíso";Hombre;17;Pfizer;12/06/2021;2;;
" Valparaíso";Hombre;17;Pfizer;14/06/2021;4;3;
" Valparaíso";Hombre;17;Pfizer;15/06/2021;5;6;
" Valparaíso";Hombre;17;Pfizer;16/06/2021;5;2;
" Valparaíso";Hombre;17;Pfizer;17/06/2021;4;2;
" Valparaíso";Hombre;17;Pfizer;18/06/2021;7;;
" Valparaíso";Hombre;17;Pfizer;19/06/2021;1;;
" Valparaíso";Hombre;17;Pfizer;21/06/2021;1;;
" Valparaíso";Hombre;17;Pfizer;22/06/2021;44;13;
" Valparaíso";Hombre;17;Pfizer;23/06/2021;44;11;
" Valparaíso";Hombre;17;Pfizer;24/06/2021;58;18;
" Valparaíso";Hombre;17;Pfizer;25/06/2021;48;12;
" Valparaíso";Hombre;17;Pfizer;26/06/2021;10;5;
" Valparaíso";Hombre;17;Pfizer;28/06/2021;2;;
" Valparaíso";Hombre;17;Pfizer;29/06/2021;76;27;
" Valparaíso";Hombre;17;Pfizer;30/06/2021;121;14;
" Valparaíso";Hombre;17;Pfizer;01/07/2021;2516;14;
" Valparaíso";Hombre;17;Pfizer;02/07/2021;1702;5;
" Valparaíso";Hombre;17;Pfizer;03/07/2021;167;3;
" Valparaíso";Hombre;17;Pfizer;04/07/2021;6;;
" Valparaíso";Hombre;17;Pfizer;05/07/2021;423;7;
" Valparaíso";Hombre;17;Pfizer;06/07/2021;226;6;
" Valparaíso";Hombre;17;Pfizer;07/07/2021;626;10;
" Valparaíso";Hombre;17;Pfizer;08/07/2021;488;8;
" Valparaíso";Hombre;17;Pfizer;09/07/2021;443;6;
" Valparaíso";Intersex (Indeterminado);16;Pfizer;08/07/2021;1;;
" Valparaíso";Intersex (Indeterminado);17;Pfizer;01/07/2021;1;;
" Valparaíso";Mujer;12;Pfizer;22/06/2021;51;;
" Valparaíso";Mujer;12;Pfizer;23/06/2021;35;;
" Valparaíso";Mujer;12;Pfizer;24/06/2021;51;;
" Valparaíso";Mujer;12;Pfizer;25/06/2021;56;;
" Valparaíso";Mujer;12;Pfizer;26/06/2021;11;;
" Valparaíso";Mujer;12;Pfizer;28/06/2021;2;;
" Valparaíso";Mujer;12;Pfizer;29/06/2021;41;;
" Valparaíso";Mujer;12;Pfizer;30/06/2021;51;;
" Valparaíso";Mujer;12;Pfizer;01/07/2021;46;;
" Valparaíso";Mujer;12;Pfizer;02/07/2021;68;;
" Valparaíso";Mujer;12;Pfizer;03/07/2021;27;;
" Valparaíso";Mujer;12;Pfizer;04/07/2021;1;;
" Valparaíso";Mujer;12;Pfizer;05/07/2021;48;;
" Valparaíso";Mujer;12;Pfizer;06/07/2021;39;;
" Valparaíso";Mujer;12;Pfizer;07/07/2021;52;;
" Valparaíso";Mujer;12;Pfizer;08/07/2021;46;;
" Valparaíso";Mujer;12;Pfizer;09/07/2021;51;;
" Valparaíso";Mujer;13;Pfizer;22/06/2021;52;;
" Valparaíso";Mujer;13;Pfizer;23/06/2021;54;;
" Valparaíso";Mujer;13;Pfizer;24/06/2021;47;;
" Valparaíso";Mujer;13;Pfizer;25/06/2021;50;;
" Valparaíso";Mujer;13;Pfizer;26/06/2021;10;;
" Valparaíso";Mujer;13;Pfizer;28/06/2021;2;;
" Valparaíso";Mujer;13;Pfizer;29/06/2021;44;;
" Valparaíso";Mujer;13;Pfizer;30/06/2021;64;;
" Valparaíso";Mujer;13;Pfizer;01/07/2021;57;;
" Valparaíso";Mujer;13;Pfizer;02/07/2021;80;;
" Valparaíso";Mujer;13;Pfizer;03/07/2021;22;;
" Valparaíso";Mujer;13;Pfizer;05/07/2021;53;;
" Valparaíso";Mujer;13;Pfizer;06/07/2021;41;;
" Valparaíso";Mujer;13;Pfizer;07/07/2021;44;;
" Valparaíso";Mujer;13;Pfizer;08/07/2021;59;;
" Valparaíso";Mujer;13;Pfizer;09/07/2021;38;;
" Valparaíso";Mujer;14;Pfizer;21/06/2021;1;;
" Valparaíso";Mujer;14;Pfizer;22/06/2021;51;;
" Valparaíso";Mujer;14;Pfizer;23/06/2021;47;;
" Valparaíso";Mujer;14;Pfizer;24/06/2021;75;;
" Valparaíso";Mujer;14;Pfizer;25/06/2021;68;;
" Valparaíso";Mujer;14;Pfizer;26/06/2021;17;;
" Valparaíso";Mujer;14;Pfizer;27/06/2021;4;;
" Valparaíso";Mujer;14;Pfizer;28/06/2021;2;;
" Valparaíso";Mujer;14;Pfizer;29/06/2021;51;;
" Valparaíso";Mujer;14;Pfizer;30/06/2021;58;;
" Valparaíso";Mujer;14;Pfizer;01/07/2021;71;;
" Valparaíso";Mujer;14;Pfizer;02/07/2021;72;;
" Valparaíso";Mujer;14;Pfizer;03/07/2021;23;;
" Valparaíso";Mujer;14;Pfizer;05/07/2021;59;;
" Valparaíso";Mujer;14;Pfizer;06/07/2021;51;;
" Valparaíso";Mujer;14;Pfizer;07/07/2021;51;;
" Valparaíso";Mujer;14;Pfizer;08/07/2021;38;;
" Valparaíso";Mujer;14;Pfizer;09/07/2021;57;;
" Valparaíso";Mujer;14;Sinovac;29/06/2021;1;;
" Valparaíso";Mujer;15;Pfizer;22/03/2021;1;;
" Valparaíso";Mujer;15;Pfizer;21/04/2021;;1;
" Valparaíso";Mujer;15;Pfizer;22/06/2021;65;;
" Valparaíso";Mujer;15;Pfizer;23/06/2021;65;;
" Valparaíso";Mujer;15;Pfizer;24/06/2021;88;;
" Valparaíso";Mujer;15;Pfizer;25/06/2021;72;;
" Valparaíso";Mujer;15;Pfizer;26/06/2021;20;;
" Valparaíso";Mujer;15;Pfizer;27/06/2021;1;;
" Valparaíso";Mujer;15;Pfizer;28/06/2021;1;;
" Valparaíso";Mujer;15;Pfizer;29/06/2021;54;;
" Valparaíso";Mujer;15;Pfizer;30/06/2021;70;;
" Valparaíso";Mujer;15;Pfizer;01/07/2021;65;;
" Valparaíso";Mujer;15;Pfizer;02/07/2021;58;;
" Valparaíso";Mujer;15;Pfizer;03/07/2021;22;;
" Valparaíso";Mujer;15;Pfizer;05/07/2021;52;;
" Valparaíso";Mujer;15;Pfizer;06/07/2021;52;;
" Valparaíso";Mujer;15;Pfizer;07/07/2021;56;;
" Valparaíso";Mujer;15;Pfizer;08/07/2021;60;;
" Valparaíso";Mujer;15;Pfizer;09/07/2021;57;;
" Valparaíso";Mujer;15;Sinovac;16/06/2021;1;;
" Valparaíso";Mujer;15;Sinovac;18/06/2021;2;;
" Valparaíso";Mujer;15;Sinovac;29/06/2021;1;;
" Valparaíso";Mujer;15;Sinovac;06/07/2021;1;;
" Valparaíso";Mujer;16;Pfizer;26/02/2021;1;;
" Valparaíso";Mujer;16;Pfizer;27/02/2021;3;;
" Valparaíso";Mujer;16;Pfizer;02/03/2021;2;;
" Valparaíso";Mujer;16;Pfizer;03/03/2021;1;;
" Valparaíso";Mujer;16;Pfizer;04/03/2021;1;;
" Valparaíso";Mujer;16;Pfizer;08/03/2021;1;;
" Valparaíso";Mujer;16;Pfizer;09/03/2021;2;;
" Valparaíso";Mujer;16;Pfizer;15/03/2021;1;;
" Valparaíso";Mujer;16;Pfizer;16/03/2021;3;;
" Valparaíso";Mujer;16;Pfizer;17/03/2021;8;;
" Valparaíso";Mujer;16;Pfizer;18/03/2021;13;1;
" Valparaíso";Mujer;16;Pfizer;19/03/2021;26;1;
" Valparaíso";Mujer;16;Pfizer;22/03/2021;109;1;
" Valparaíso";Mujer;16;Pfizer;23/03/2021;113;3;
" Valparaíso";Mujer;16;Pfizer;24/03/2021;51;;
" Valparaíso";Mujer;16;Pfizer;25/03/2021;26;1;
" Valparaíso";Mujer;16;Pfizer;26/03/2021;13;;
" Valparaíso";Mujer;16;Pfizer;29/03/2021;10;;
" Valparaíso";Mujer;16;Pfizer;30/03/2021;10;;
" Valparaíso";Mujer;16;Pfizer;31/03/2021;8;1;
" Valparaíso";Mujer;16;Pfizer;01/04/2021;13;;
" Valparaíso";Mujer;16;Pfizer;02/04/2021;1;;
" Valparaíso";Mujer;16;Pfizer;05/04/2021;14;1;
" Valparaíso";Mujer;16;Pfizer;06/04/2021;26;2;
" Valparaíso";Mujer;16;Pfizer;07/04/2021;11;;
" Valparaíso";Mujer;16;Pfizer;08/04/2021;10;;
" Valparaíso";Mujer;16;Pfizer;09/04/2021;14;;
" Valparaíso";Mujer;16;Pfizer;10/04/2021;2;;
" Valparaíso";Mujer;16;Pfizer;12/04/2021;10;1;
" Valparaíso";Mujer;16;Pfizer;13/04/2021;8;4;
" Valparaíso";Mujer;16;Pfizer;14/04/2021;16;7;
" Valparaíso";Mujer;16;Pfizer;15/04/2021;13;17;
" Valparaíso";Mujer;16;Pfizer;16/04/2021;14;24;
" Valparaíso";Mujer;16;Pfizer;19/04/2021;9;95;
" Valparaíso";Mujer;16;Pfizer;20/04/2021;4;97;
" Valparaíso";Mujer;16;Pfizer;21/04/2021;8;47;
" Valparaíso";Mujer;16;Pfizer;22/04/2021;5;29;
" Valparaíso";Mujer;16;Pfizer;23/04/2021;2;10;
" Valparaíso";Mujer;16;Pfizer;26/04/2021;7;23;
" Valparaíso";Mujer;16;Pfizer;27/04/2021;4;14;
" Valparaíso";Mujer;16;Pfizer;28/04/2021;4;7;
" Valparaíso";Mujer;16;Pfizer;29/04/2021;7;11;
" Valparaíso";Mujer;16;Pfizer;30/04/2021;10;8;
" Valparaíso";Mujer;16;Pfizer;03/05/2021;8;16;
" Valparaíso";Mujer;16;Pfizer;04/05/2021;8;18;
" Valparaíso";Mujer;16;Pfizer;05/05/2021;3;6;
" Valparaíso";Mujer;16;Pfizer;06/05/2021;8;10;
" Valparaíso";Mujer;16;Pfizer;07/05/2021;4;11;
" Valparaíso";Mujer;16;Pfizer;08/05/2021;;1;
" Valparaíso";Mujer;16;Pfizer;10/05/2021;5;11;
" Valparaíso";Mujer;16;Pfizer;11/05/2021;11;16;
" Valparaíso";Mujer;16;Pfizer;12/05/2021;6;14;
" Valparaíso";Mujer;16;Pfizer;13/05/2021;2;8;
" Valparaíso";Mujer;16;Pfizer;14/05/2021;2;17;
" Valparaíso";Mujer;16;Pfizer;17/05/2021;7;10;
" Valparaíso";Mujer;16;Pfizer;18/05/2021;4;12;
" Valparaíso";Mujer;16;Pfizer;19/05/2021;7;14;
" Valparaíso";Mujer;16;Pfizer;20/05/2021;;3;
" Valparaíso";Mujer;16;Pfizer;24/05/2021;10;8;
" Valparaíso";Mujer;16;Pfizer;25/05/2021;15;6;
" Valparaíso";Mujer;16;Pfizer;26/05/2021;11;4;
" Valparaíso";Mujer;16;Pfizer;27/05/2021;10;9;
" Valparaíso";Mujer;16;Pfizer;28/05/2021;3;7;
" Valparaíso";Mujer;16;Pfizer;29/05/2021;3;1;
" Valparaíso";Mujer;16;Pfizer;31/05/2021;17;6;
" Valparaíso";Mujer;16;Pfizer;01/06/2021;13;11;
" Valparaíso";Mujer;16;Pfizer;02/06/2021;13;6;
" Valparaíso";Mujer;16;Pfizer;03/06/2021;5;3;
" Valparaíso";Mujer;16;Pfizer;04/06/2021;4;3;
" Valparaíso";Mujer;16;Pfizer;05/06/2021;1;;
" Valparaíso";Mujer;16;Pfizer;07/06/2021;6;9;
" Valparaíso";Mujer;16;Pfizer;08/06/2021;14;13;
" Valparaíso";Mujer;16;Pfizer;09/06/2021;8;6;
" Valparaíso";Mujer;16;Pfizer;10/06/2021;9;3;
" Valparaíso";Mujer;16;Pfizer;11/06/2021;7;2;
" Valparaíso";Mujer;16;Pfizer;14/06/2021;6;4;
" Valparaíso";Mujer;16;Pfizer;15/06/2021;4;5;
" Valparaíso";Mujer;16;Pfizer;16/06/2021;9;5;
" Valparaíso";Mujer;16;Pfizer;17/06/2021;6;1;
" Valparaíso";Mujer;16;Pfizer;18/06/2021;10;1;
" Valparaíso";Mujer;16;Pfizer;21/06/2021;5;;
" Valparaíso";Mujer;16;Pfizer;22/06/2021;42;16;
" Valparaíso";Mujer;16;Pfizer;23/06/2021;39;13;
" Valparaíso";Mujer;16;Pfizer;24/06/2021;57;10;
" Valparaíso";Mujer;16;Pfizer;25/06/2021;52;7;
" Valparaíso";Mujer;16;Pfizer;26/06/2021;8;2;
" Valparaíso";Mujer;16;Pfizer;28/06/2021;2;;
" Valparaíso";Mujer;16;Pfizer;29/06/2021;38;19;
" Valparaíso";Mujer;16;Pfizer;30/06/2021;66;13;
" Valparaíso";Mujer;16;Pfizer;01/07/2021;70;9;
" Valparaíso";Mujer;16;Pfizer;02/07/2021;79;3;
" Valparaíso";Mujer;16;Pfizer;03/07/2021;21;2;
" Valparaíso";Mujer;16;Pfizer;05/07/2021;152;11;
" Valparaíso";Mujer;16;Pfizer;06/07/2021;147;14;
" Valparaíso";Mujer;16;Pfizer;07/07/2021;2163;8;
" Valparaíso";Mujer;16;Pfizer;08/07/2021;1711;9;
" Valparaíso";Mujer;16;Pfizer;09/07/2021;1156;9;
" Valparaíso";Mujer;16;Sinovac;26/05/2021;1;;
" Valparaíso";Mujer;16;Sinovac;23/06/2021;;1;
